year,metric,med,pi95_low,pi95_high
1976.5,cancer_incidence_no_hiv,10.235681891441345,6.628369829058647,13.535005682706831
1977.5,cancer_incidence_no_hiv,11.025654315948486,8.289092242717743,13.383816736936568
1978.5,cancer_incidence_no_hiv,11.587363481521606,8.765958452224732,13.556095254421233
1979.5,cancer_incidence_no_hiv,11.887684106826782,9.718959456682205,16.41805595755577
1980.5,cancer_incidence_no_hiv,12.839051485061646,9.595843812823295,17.03061880469322
1981.5,cancer_incidence_no_hiv,13.397222995758057,10.546441480517387,16.544217443466184
1982.5,cancer_incidence_no_hiv,13.396934866905212,11.14886724948883,17.166249310970308
1983.5,cancer_incidence_no_hiv,13.736655116081238,9.975681722164154,17.53507357239723
1984.5,cancer_incidence_no_hiv,13.700904607772827,10.15151859819889,16.544308561086655
1985.5,cancer_incidence_no_hiv,13.911517262458801,10.2743629693985,18.698315370082856
1986.5,cancer_incidence_no_hiv,14.44463300704956,10.797692966461181,17.90640754699707
1987.5,cancer_incidence_no_hiv,13.961263656616211,10.816858237981796,18.22652516365051
1988.5,cancer_incidence_no_hiv,14.0986807346344,10.235084092617035,17.982669883966445
1989.5,cancer_incidence_no_hiv,14.406741738319397,9.658178448677063,17.20427428483963
1990.5,cancer_incidence_no_hiv,14.303251028060913,10.703710448741912,17.635693687200547
1991.5,cancer_incidence_no_hiv,14.314231991767883,9.890761160850525,18.499862557649614
1992.5,cancer_incidence_no_hiv,14.292974948883057,9.760086390376092,18.750710809230803
1993.5,cancer_incidence_no_hiv,13.96739912033081,10.947133606672287,17.127740967273713
1994.5,cancer_incidence_no_hiv,12.380576133728027,8.580754965543747,15.38134253025055
1995.5,cancer_incidence_no_hiv,15.943415641784668,11.929524952173233,20.618898034095764
1996.5,cancer_incidence_no_hiv,16.14108443260193,11.517597573995591,19.922451078891754
1997.5,cancer_incidence_no_hiv,12.941583156585693,8.97425537109375,15.773042923212051
1998.5,cancer_incidence_no_hiv,11.70253610610962,8.106918546557427,13.543605160713195
1999.5,cancer_incidence_no_hiv,10.318976998329163,6.824272337555885,13.81202602982521
2000.5,cancer_incidence_no_hiv,10.335236430168152,6.640386158227921,13.258880656957626
2001.5,cancer_incidence_no_hiv,9.756545782089233,6.866718190908432,11.841437631845475
2002.5,cancer_incidence_no_hiv,9.64799177646637,6.533333885669708,12.001806128025054
2003.5,cancer_incidence_no_hiv,9.546228170394897,6.430800016224384,12.793404442071914
2004.5,cancer_incidence_no_hiv,9.81743848323822,6.750759172439575,12.177428346872329
2005.5,cancer_incidence_no_hiv,10.271703481674194,7.432894125580788,13.034881991147994
2006.5,cancer_incidence_no_hiv,10.135376811027527,7.196970573067665,12.817747604846954
2007.5,cancer_incidence_no_hiv,10.536468505859375,7.824664685130119,13.672444868087767
2008.5,cancer_incidence_no_hiv,10.586866855621338,7.678364497423172,13.455256062746047
2009.5,cancer_incidence_no_hiv,10.868271350860596,7.914899775385857,14.050295156240463
2010.5,cancer_incidence_no_hiv,11.648960828781128,8.552879551053048,13.683172094821929
2011.5,cancer_incidence_no_hiv,11.719772577285767,9.396702817082405,14.399935007095337
2012.5,cancer_incidence_no_hiv,12.303210377693176,9.407344162464142,14.585411965847015
2013.5,cancer_incidence_no_hiv,12.39578402042389,9.706251555681229,16.158908385038373
2014.5,cancer_incidence_no_hiv,12.98014521598816,10.475474172830582,15.606138724088668
2015.5,cancer_incidence_no_hiv,13.684453129768372,9.926211959123611,16.998741847276687
2016.5,cancer_incidence_no_hiv,13.89768385887146,10.489510303735733,17.235753285884854
2017.5,cancer_incidence_no_hiv,14.46165680885315,10.684440678358078,17.424905478954315
2018.5,cancer_incidence_no_hiv,15.068750381469727,10.857368862628936,19.14459854364395
2019.5,cancer_incidence_no_hiv,15.701929330825806,11.802217489480972,18.99385584592819
2020.5,cancer_incidence_no_hiv,16.713778614997864,12.685417902469634,19.383891153335572
2021.5,cancer_incidence_no_hiv,16.88247311115265,12.266592210531234,20.6063264131546
2022.5,cancer_incidence_no_hiv,17.849105834960938,12.210079139471054,22.10981137752533
2023.5,cancer_incidence_no_hiv,18.24332284927368,12.606450086832046,22.053063201904298
2024.5,cancer_incidence_no_hiv,18.87495708465576,13.987389200925827,24.5759020447731
1960.5,art_coverage,0.0,0.0,0.0048466564402971
1961.5,art_coverage,0.0,0.0,0.008603003903915442
1962.5,art_coverage,9.125418833446322e-06,0.0,0.007649209061037331
1963.5,art_coverage,4.529660926568281e-05,0.0,0.011030232780351102
1964.5,art_coverage,6.555073097028455e-05,0.0,0.009682397489661196
1965.5,art_coverage,0.0016048388709259788,0.0,0.011029437835207136
1966.5,art_coverage,0.002497675762957631,0.0,0.013240671397866255
1967.5,art_coverage,0.0031616232673153505,0.0,0.014807167745114485
1968.5,art_coverage,0.0028045693043565164,2.73164311746002e-06,0.016950007931118234
1969.5,art_coverage,0.005036160931314856,6.40996313876679e-06,0.01732204092567329
1970.5,art_coverage,0.005221347271067616,6.981608078151423e-05,0.01858003151748018
1971.5,art_coverage,0.003930418742903206,6.576853791413161e-05,0.018773742198149056
1972.5,art_coverage,0.006337678349506744,5.4809111469769094e-05,0.01610381321266072
1973.5,art_coverage,0.005087074786799938,0.00011874313814962832,0.016264595347313174
1974.5,art_coverage,0.005903626664480856,6.602578486680221e-05,0.015323865925530089
1975.5,art_coverage,0.00590059588401825,0.00048395961322064435,0.019246095619166428
1976.5,art_coverage,0.00555350201517635,0.00035237094074101836,0.015229086329870639
